ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,implied_volatility,probability_itm,mid_price,fedfunds_rate
O:SMCI170818C00030000,2017-07-21,2017-08-18,SMCI,C,300.0,9,0.15,0.05,0.15,0.05,5,1500609600000000000,28,Monthly,,,0.1,0.02
O:SMCI171020C00020000,2017-09-18,2017-10-20,SMCI,C,200.0,3,2.2,2.2,2.2,2.2,1,1505707200000000000,32,Monthly,,,2.2,0.02
O:SMCI171020C00022500,2017-09-18,2017-10-20,SMCI,C,225.0,17,1.1,0.55,1.1,0.55,4,1505707200000000000,32,Monthly,,,0.8250000000000001,0.02
O:SMCI171020C00025000,2017-09-18,2017-10-20,SMCI,C,250.0,3,0.2,0.2,0.2,0.2,1,1505707200000000000,32,Monthly,,,0.2,0.02
O:SMCI171020C00022500,2017-09-19,2017-10-20,SMCI,C,225.0,3,0.4,0.4,0.4,0.4,1,1505793600000000000,31,Monthly,,,0.4,0.02
O:SMCI171020C00022500,2017-09-21,2017-10-20,SMCI,C,225.0,133,0.5,0.45,0.5,0.3,8,1505966400000000000,29,Monthly,,,0.4,0.02
O:SMCI171020C00022500,2017-09-22,2017-10-20,SMCI,C,225.0,84,0.5,0.7,0.7,0.5,9,1506052800000000000,28,Monthly,,,0.6,0.02
O:SMCI171117C00025000,2017-10-16,2017-11-17,SMCI,C,250.0,10,0.55,0.45,0.55,0.45,4,1508126400000000000,32,Monthly,,,0.5,0.02
O:SMCI171117C00022500,2017-10-17,2017-11-17,SMCI,C,225.0,2,1.24,1.24,1.24,1.24,1,1508212800000000000,31,Monthly,,,1.24,0.02
O:SMCI171117C00022500,2017-10-18,2017-11-17,SMCI,C,225.0,3,1.2,1.2,1.2,1.2,1,1508299200000000000,30,Monthly,,,1.2,0.02
O:SMCI171117C00022500,2017-10-19,2017-11-17,SMCI,C,225.0,23,0.95,0.95,0.95,0.95,2,1508385600000000000,29,Monthly,,,0.95,0.02
O:SMCI171117C00022500,2017-10-20,2017-11-17,SMCI,C,225.0,3,1.2,1.15,1.2,1.15,2,1508472000000000000,28,Monthly,,,1.1749999999999998,0.02
O:SMCI171117C00025000,2017-10-20,2017-11-17,SMCI,C,250.0,16,0.35,0.35,0.4,0.35,6,1508472000000000000,28,Monthly,,,0.375,0.02
O:SMCI171215C00022500,2017-11-13,2017-12-15,SMCI,C,225.0,2,0.21,0.21,0.21,0.21,1,1510549200000000000,32,Monthly,,,0.21,0.02
O:SMCI171215C00022500,2017-11-14,2017-12-15,SMCI,C,225.0,22,0.16,0.2,0.2,0.16,4,1510635600000000000,31,Monthly,,,0.18,0.02
O:SMCI171215C00022500,2017-11-16,2017-12-15,SMCI,C,225.0,3,0.25,0.25,0.25,0.25,2,1510808400000000000,29,Monthly,,,0.25,0.02
O:SMCI180119C00022500,2017-12-18,2018-01-19,SMCI,C,225.0,71,0.9,0.8,0.98,0.76,21,1513573200000000000,32,Monthly,,,0.87,0.02
O:SMCI180119C00025000,2017-12-18,2018-01-19,SMCI,C,250.0,41,0.2,0.21,0.25,0.2,5,1513573200000000000,32,Monthly,,,0.225,0.02
O:SMCI180119C00022500,2017-12-19,2018-01-19,SMCI,C,225.0,27,0.92,0.89,0.92,0.89,3,1513659600000000000,31,Monthly,,,0.905,0.02
O:SMCI180119C00025000,2017-12-19,2018-01-19,SMCI,C,250.0,87,0.18,0.2,0.24,0.18,5,1513659600000000000,31,Monthly,,,0.21,0.02
O:SMCI180119C00020000,2017-12-20,2018-01-19,SMCI,C,200.0,1,2.62,2.62,2.62,2.62,1,1513746000000000000,30,Monthly,,,2.62,0.02
O:SMCI180119C00025000,2017-12-20,2018-01-19,SMCI,C,250.0,15,0.2,0.15,0.2,0.15,2,1513746000000000000,30,Monthly,,,0.175,0.02
O:SMCI180119C00020000,2017-12-21,2018-01-19,SMCI,C,200.0,10,1.95,1.95,1.95,1.95,1,1513832400000000000,29,Monthly,,,1.95,0.02
O:SMCI180119C00022500,2017-12-21,2018-01-19,SMCI,C,225.0,30,0.55,0.35,0.55,0.35,8,1513832400000000000,29,Monthly,,,0.45,0.02
O:SMCI180119C00025000,2017-12-21,2018-01-19,SMCI,C,250.0,2,0.1,0.1,0.1,0.1,1,1513832400000000000,29,Monthly,,,0.1,0.02
O:SMCI180119C00022500,2017-12-22,2018-01-19,SMCI,C,225.0,11,0.45,0.4,0.45,0.37,4,1513918800000000000,28,Monthly,,,0.41000000000000003,0.02
O:SMCI180119C00025000,2017-12-22,2018-01-19,SMCI,C,250.0,3,0.1,0.1,0.1,0.1,1,1513918800000000000,28,Monthly,,,0.1,0.02
