ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm,mid_price,high_yield_pct
O:LQD230120C00111000,2023-01-17,2023-01-20,LQD,C,111.0,813,0.06,0.06,0.53,NO,0.06,0.06,0.06,0.05,0.07,0.06,88,1673931600000000000,3,110.01,110.07,110.41,109.92,110.41,110.55,110.68,110.68,0.02,0.06,0.18,0.06,0.06
O:LQD230120C00112000,2023-01-17,2023-01-20,LQD,C,112.0,102,0.02,0.02,1.44,NO,0.02,0.02,0.02,0.02,0.02,0.02,2,1673931600000000000,3,110.01,110.07,110.41,109.92,110.41,110.55,110.68,110.68,0.02,0.09,0.05,0.02,0.02
O:LQD230120C00113000,2023-01-17,2023-01-20,LQD,C,113.0,26,0.01,0.01,2.35,NO,0.01,0.01,0.01,0.01,0.01,0.01,25,1673931600000000000,3,110.01,110.07,110.41,109.92,110.41,110.55,110.68,110.68,0.02,0.12,0.02,0.01,0.01
O:LQD230127C00108000,2023-01-23,2023-01-27,LQD,C,108.0,18,0.59,0.59,-2.28,YES,0.59,0.53,0.59,0.53,0.59,0.59,1,1674450000000000000,4,110.15,110.23,110.52,110.08,110.52,110.5,110.66,110.66,0.02,,,0.59,0.53
O:LQD230127C00110000,2023-01-23,2023-01-27,LQD,C,110.0,134,0.18,0.18,-0.47,YES,0.18,0.16,0.18,0.16,0.18,0.18,15,1674450000000000000,4,110.15,110.23,110.52,110.08,110.52,110.5,110.66,110.66,0.02,,,0.18,0.16
O:LQD230127C00110500,2023-01-23,2023-01-27,LQD,C,110.5,26,0.11,0.1,-0.02,YES,0.11,0.1,0.1,0.09,0.11,0.1,3,1674450000000000000,4,110.15,110.23,110.52,110.08,110.52,110.5,110.66,110.66,0.02,0.02,0.58,0.11,0.1
O:LQD230127C00111500,2023-01-23,2023-01-27,LQD,C,111.5,1,0.05,0.05,0.89,NO,0.05,0.04,0.05,0.04,0.05,0.05,1,1674450000000000000,4,110.15,110.23,110.52,110.08,110.52,110.5,110.66,110.66,0.02,0.07,0.12,0.05,0.05
O:LQD230127C00112000,2023-01-23,2023-01-27,LQD,C,112.0,164,0.03,0.02,1.34,NO,0.03,0.02,0.02,0.02,0.03,0.02,5,1674450000000000000,4,110.15,110.23,110.52,110.08,110.52,110.5,110.66,110.66,0.02,0.08,0.06,0.03,0.03
O:LQD230127C00112500,2023-01-23,2023-01-27,LQD,C,112.5,15,0.02,0.02,1.79,NO,0.02,0.02,0.02,0.02,0.02,0.02,2,1674450000000000000,4,110.15,110.23,110.52,110.08,110.52,110.5,110.66,110.66,0.02,0.1,0.04,0.02,0.02
O:LQD230127C00113000,2023-01-23,2023-01-27,LQD,C,113.0,54,0.01,0.01,2.24,NO,0.01,0.01,0.01,0.01,0.01,0.01,4,1674450000000000000,4,110.15,110.23,110.52,110.08,110.52,110.5,110.66,110.66,0.02,0.1,0.02,0.01,0.01
O:LQD230127C00114000,2023-01-23,2023-01-27,LQD,C,114.0,1,0.0,0.0,3.15,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1674450000000000000,4,110.15,110.23,110.52,110.08,110.52,110.5,110.66,110.66,0.02,0.13,0.01,0.0,0.0
O:LQD230203C00108500,2023-01-30,2023-02-03,LQD,C,108.5,11,0.49,0.44,-1.92,YES,0.46,0.42,0.44,0.4,0.49,0.44,5,1675054800000000000,4,110.16,110.08,110.62,110.01,110.62,110.54,110.9,110.9,0.02,,,0.46,0.44
O:LQD230203C00110000,2023-01-30,2023-02-03,LQD,C,110.0,25,0.16,0.16,-0.56,YES,0.16,0.14,0.16,0.14,0.16,0.16,2,1675054800000000000,4,110.16,110.08,110.62,110.01,110.62,110.54,110.9,110.9,0.02,,,0.16,0.14
O:LQD230203C00110500,2023-01-30,2023-02-03,LQD,C,110.5,334,0.1,0.1,-0.11,YES,0.12,0.11,0.1,0.09,0.14,0.1,43,1675054800000000000,4,110.16,110.08,110.62,110.01,110.62,110.54,110.9,110.9,0.02,,,0.12,0.13
O:LQD230203C00111000,2023-01-30,2023-02-03,LQD,C,111.0,7,0.09,0.06,0.34,NO,0.07,0.06,0.06,0.05,0.09,0.06,2,1675054800000000000,4,110.16,110.08,110.62,110.01,110.62,110.54,110.9,110.9,0.02,0.04,0.24,0.07,0.08
O:LQD230203C00111500,2023-01-30,2023-02-03,LQD,C,111.5,3,0.05,0.04,0.8,NO,0.04,0.04,0.04,0.04,0.05,0.04,3,1675054800000000000,4,110.16,110.08,110.62,110.01,110.62,110.54,110.9,110.9,0.02,0.06,0.12,0.04,0.05
O:LQD230203C00112000,2023-01-30,2023-02-03,LQD,C,112.0,201,0.02,0.03,1.25,NO,0.03,0.02,0.02,0.02,0.03,0.02,30,1675054800000000000,4,110.16,110.08,110.62,110.01,110.62,110.54,110.9,110.9,0.02,0.08,0.07,0.03,0.03
O:LQD230203C00114000,2023-01-30,2023-02-03,LQD,C,114.0,1,0.01,0.01,3.06,NO,0.01,0.01,0.01,0.01,0.01,0.01,1,1675054800000000000,4,110.16,110.08,110.62,110.01,110.62,110.54,110.9,110.9,0.02,0.14,0.02,0.01,0.01
O:LQD230210C00109000,2023-02-06,2023-02-10,LQD,C,109.0,10,0.28,0.28,-0.92,YES,0.28,0.25,0.28,0.25,0.28,0.28,1,1675659600000000000,4,109.98,109.69,110.01,109.62,110.01,107.76,108.45,108.45,0.02,,,0.28,0.25
O:LQD230210C00109500,2023-02-06,2023-02-10,LQD,C,109.5,15,0.17,0.17,-0.46,YES,0.17,0.16,0.17,0.16,0.17,0.17,1,1675659600000000000,4,109.98,109.69,110.01,109.62,110.01,107.76,108.45,108.45,0.02,,,0.17,0.15
O:LQD230210C00110000,2023-02-06,2023-02-10,LQD,C,110.0,2,0.12,0.1,-0.01,YES,0.11,0.1,0.1,0.1,0.12,0.1,2,1675659600000000000,4,109.98,109.69,110.01,109.62,110.01,107.76,108.45,108.45,0.02,0.02,0.56,0.11,0.11
O:LQD230210C00110500,2023-02-06,2023-02-10,LQD,C,110.5,11,0.07,0.07,0.45,NO,0.07,0.06,0.07,0.06,0.07,0.07,3,1675659600000000000,4,109.98,109.69,110.01,109.62,110.01,107.76,108.45,108.45,0.02,0.05,0.21,0.07,0.06
O:LQD230210C00111000,2023-02-06,2023-02-10,LQD,C,111.0,23,0.04,0.03,0.9,NO,0.04,0.03,0.03,0.03,0.04,0.03,3,1675659600000000000,4,109.98,109.69,110.01,109.62,110.01,107.76,108.45,108.45,0.02,0.06,0.1,0.04,0.04
O:LQD230210C00111500,2023-02-06,2023-02-10,LQD,C,111.5,1,0.02,0.02,1.35,NO,0.02,0.02,0.02,0.02,0.02,0.02,1,1675659600000000000,4,109.98,109.69,110.01,109.62,110.01,107.76,108.45,108.45,0.02,0.08,0.06,0.02,0.02
O:LQD230210C00113000,2023-02-06,2023-02-10,LQD,C,113.0,1,0.0,0.0,2.72,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1675659600000000000,4,109.98,109.69,110.01,109.62,110.01,107.76,108.45,108.45,0.02,0.1,0.01,0.0,0.0
O:LQDA230217C00005000,2023-02-13,2023-02-17,LQDA,C,5.0,10,0.42,0.42,-95.38,YES,0.42,0.39,0.42,0.39,0.42,0.42,1,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,,,0.42,0.39
O:LQDA230217C00007500,2023-02-13,2023-02-17,LQDA,C,7.5,1,0.02,0.02,-93.07,YES,0.02,0.02,0.02,0.02,0.02,0.02,1,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,,,0.02,0.02
O:LQD230217C00106000,2023-02-13,2023-02-17,LQD,C,106.0,7,0.56,0.57,-2.0,YES,0.57,0.53,0.56,0.52,0.58,0.56,7,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,,,0.57,0.54
O:LQD230217C00108000,2023-02-13,2023-02-17,LQD,C,108.0,11613,0.19,0.21,-0.15,YES,0.21,0.19,0.19,0.18,0.22,0.19,38,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,0.02,0.8,0.21,0.2
O:LQD230217C00108500,2023-02-13,2023-02-17,LQD,C,108.5,1082,0.14,0.16,0.31,NO,0.14,0.13,0.13,0.12,0.16,0.13,239,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,0.06,0.32,0.14,0.15
O:LQD230217C00109000,2023-02-13,2023-02-17,LQD,C,109.0,7647,0.08,0.1,0.78,NO,0.09,0.09,0.08,0.08,0.1,0.08,19,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,0.08,0.18,0.09,0.09
O:LQD230217C00109500,2023-02-13,2023-02-17,LQD,C,109.5,15127,0.06,0.06,1.24,NO,0.06,0.06,0.06,0.05,0.07,0.06,16,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,0.1,0.12,0.06,0.06
O:LQD230217C00110000,2023-02-13,2023-02-17,LQD,C,110.0,8052,0.04,0.05,1.7,NO,0.04,0.03,0.02,0.02,0.05,0.02,86,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,0.11,0.07,0.04,0.05
O:LQD230217C00110500,2023-02-13,2023-02-17,LQD,C,110.5,5003,0.03,0.03,2.16,NO,0.02,0.02,0.02,0.01,0.03,0.02,4,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,0.12,0.04,0.02,0.03
O:LQD230217C00111000,2023-02-13,2023-02-17,LQD,C,111.0,3101,0.02,0.02,2.63,NO,0.02,0.02,0.02,0.02,0.02,0.02,8,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,0.13,0.03,0.02,0.02
O:LQD230217C00112000,2023-02-13,2023-02-17,LQD,C,112.0,175,0.01,0.01,3.55,NO,0.01,0.01,0.01,0.01,0.01,0.01,9,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,0.15,0.02,0.01,0.01
O:LQD230217C00112500,2023-02-13,2023-02-17,LQD,C,112.5,1,0.01,0.01,4.01,NO,0.01,0.01,0.01,0.01,0.01,0.01,1,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,0.16,0.01,0.01,0.01
O:LQD230217C00113000,2023-02-13,2023-02-17,LQD,C,113.0,170,0.0,0.0,4.47,NO,0.0,0.0,0.0,0.0,0.0,0.0,7,1676264400000000000,4,107.86,108.16,108.16,107.77,108.16,107.04,107.04,107.04,0.02,0.17,0.01,0.0,0.0
O:LQD230224C00103500,2023-02-21,2023-02-24,LQD,C,103.5,2,0.66,0.66,-2.59,YES,0.66,0.63,0.66,0.63,0.66,0.66,1,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,,,0.66,0.62
O:LQD230224C00104500,2023-02-21,2023-02-24,LQD,C,104.5,20,0.44,0.33,-1.65,YES,0.38,0.36,0.33,0.31,0.44,0.33,5,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,,,0.38,0.41
O:LQD230224C00105000,2023-02-21,2023-02-24,LQD,C,105.0,15,0.32,0.22,-1.18,YES,0.28,0.26,0.22,0.21,0.32,0.22,2,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,,,0.28,0.3
O:LQD230224C00106000,2023-02-21,2023-02-24,LQD,C,106.0,757,0.11,0.1,-0.24,YES,0.11,0.1,0.08,0.08,0.13,0.08,66,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,,,0.11,0.12
O:LQD230224C00106500,2023-02-21,2023-02-24,LQD,C,106.5,710,0.08,0.05,0.24,NO,0.06,0.06,0.05,0.05,0.08,0.05,14,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,0.04,0.27,0.06,0.08
O:LQD230224C00107000,2023-02-21,2023-02-24,LQD,C,107.0,349,0.04,0.02,0.71,NO,0.03,0.03,0.02,0.02,0.04,0.02,39,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,0.06,0.11,0.03,0.04
O:LQD230224C00107500,2023-02-21,2023-02-24,LQD,C,107.5,752,0.01,0.02,1.18,NO,0.02,0.01,0.01,0.01,0.02,0.01,20,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,0.08,0.05,0.02,0.02
O:LQD230224C00108000,2023-02-21,2023-02-24,LQD,C,108.0,20,0.01,0.01,1.65,NO,0.01,0.01,0.01,0.01,0.01,0.01,2,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,0.1,0.03,0.01,0.01
O:LQD230224C00108500,2023-02-21,2023-02-24,LQD,C,108.5,205,0.0,0.01,2.12,NO,0.01,0.01,0.0,0.0,0.01,0.0,32,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,0.11,0.02,0.01,0.01
O:LQD230224C00110000,2023-02-21,2023-02-24,LQD,C,110.0,5,0.02,0.02,3.53,NO,0.02,0.01,0.02,0.01,0.02,0.02,1,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,0.19,0.02,0.02,0.02
O:LQD230224C00111000,2023-02-21,2023-02-24,LQD,C,111.0,12,0.02,0.02,4.47,NO,0.02,0.01,0.02,0.01,0.02,0.02,1,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,0.23,0.02,0.02,0.02
O:LQD230224C00111500,2023-02-21,2023-02-24,LQD,C,111.5,17,0.01,0.0,4.94,NO,0.01,0.01,0.0,0.0,0.01,0.0,2,1676955600000000000,3,106.18,105.52,106.25,105.48,106.25,105.85,106.05,106.05,0.02,0.23,0.01,0.01,0.01
O:LQD230303C00105500,2023-02-27,2023-03-03,LQD,C,105.5,25,0.18,0.21,-0.74,YES,0.19,0.18,0.18,0.17,0.21,0.18,3,1677474000000000000,4,106.13,105.88,106.29,105.8,106.29,106.17,106.22,106.22,0.02,,,0.19,0.2
O:LQD230303C00106000,2023-02-27,2023-03-03,LQD,C,106.0,3214,0.12,0.1,-0.27,YES,0.11,0.1,0.1,0.09,0.12,0.1,8,1677474000000000000,4,106.13,105.88,106.29,105.8,106.29,106.17,106.22,106.22,0.02,,,0.11,0.11
O:LQD230303C00106500,2023-02-27,2023-03-03,LQD,C,106.5,757,0.06,0.06,0.2,NO,0.06,0.06,0.05,0.04,0.08,0.05,78,1677474000000000000,4,106.13,105.88,106.29,105.8,106.29,106.17,106.22,106.22,0.02,0.03,0.29,0.06,0.08
O:LQD230303C00107000,2023-02-27,2023-03-03,LQD,C,107.0,211,0.03,0.03,0.67,NO,0.03,0.03,0.03,0.03,0.04,0.03,10,1677474000000000000,4,106.13,105.88,106.29,105.8,106.29,106.17,106.22,106.22,0.02,0.05,0.11,0.03,0.04
O:LQD230303C00107500,2023-02-27,2023-03-03,LQD,C,107.5,3025,0.02,0.02,1.14,NO,0.02,0.02,0.02,0.02,0.02,0.02,7,1677474000000000000,4,106.13,105.88,106.29,105.8,106.29,106.17,106.22,106.22,0.02,0.07,0.06,0.02,0.02
O:LQD230303C00108000,2023-02-27,2023-03-03,LQD,C,108.0,501,0.01,0.01,1.61,NO,0.01,0.01,0.01,0.01,0.01,0.01,53,1677474000000000000,4,106.13,105.88,106.29,105.8,106.29,106.17,106.22,106.22,0.02,0.08,0.03,0.01,0.01
O:LQD230310C00105000,2023-03-06,2023-03-10,LQD,C,105.0,4,0.44,0.44,-1.45,YES,0.44,0.41,0.44,0.41,0.44,0.44,1,1678078800000000000,4,106.5,105.88,106.54,105.82,106.54,106.82,107.14,107.14,0.02,,,0.44,0.41
O:LQD230310C00105500,2023-03-06,2023-03-10,LQD,C,105.5,30,0.32,0.25,-0.98,YES,0.29,0.27,0.24,0.23,0.32,0.24,5,1678078800000000000,4,106.5,105.88,106.54,105.82,106.54,106.82,107.14,107.14,0.02,,,0.29,0.3
O:LQD230310C00106000,2023-03-06,2023-03-10,LQD,C,106.0,22,0.24,0.17,-0.51,YES,0.2,0.19,0.17,0.16,0.24,0.17,2,1678078800000000000,4,106.5,105.88,106.54,105.82,106.54,106.82,107.14,107.14,0.02,,,0.2,0.23
O:LQD230310C00106500,2023-03-06,2023-03-10,LQD,C,106.5,26,0.16,0.15,-0.04,YES,0.16,0.15,0.15,0.14,0.16,0.15,9,1678078800000000000,4,106.5,105.88,106.54,105.82,106.54,106.82,107.14,107.14,0.02,0.03,0.58,0.16,0.15
O:LQD230310C00107000,2023-03-06,2023-03-10,LQD,C,107.0,4,0.12,0.12,0.43,NO,0.12,0.12,0.12,0.12,0.12,0.12,1,1678078800000000000,4,106.5,105.88,106.54,105.82,106.54,106.82,107.14,107.14,0.02,0.07,0.28,0.12,0.11
O:LQD230310C00107500,2023-03-06,2023-03-10,LQD,C,107.5,151,0.04,0.04,0.9,NO,0.04,0.04,0.04,0.04,0.04,0.04,30,1678078800000000000,4,106.5,105.88,106.54,105.82,106.54,106.82,107.14,107.14,0.02,0.07,0.12,0.04,0.04
O:LQD230310C00108000,2023-03-06,2023-03-10,LQD,C,108.0,42,0.05,0.03,1.37,NO,0.04,0.04,0.03,0.03,0.05,0.03,3,1678078800000000000,4,106.5,105.88,106.54,105.82,106.54,106.82,107.14,107.14,0.02,0.09,0.08,0.04,0.05
O:LQD230310C00109500,2023-03-06,2023-03-10,LQD,C,109.5,1,0.0,0.0,2.78,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1678078800000000000,4,106.5,105.88,106.54,105.82,106.54,106.82,107.14,107.14,0.02,0.1,0.01,0.0,0.0
O:LQDA230317C00007500,2023-03-13,2023-03-17,LQDA,C,7.5,405,0.01,0.02,-93.07,YES,0.03,0.03,0.01,0.01,0.05,0.01,13,1678680000000000000,4,107.4,106.91,108.26,106.49,108.26,107.99,108.42,108.42,0.02,,,0.03,0.05
O:LQD230317C00105000,2023-03-13,2023-03-17,LQD,C,105.0,2,0.56,0.56,-3.01,YES,0.56,0.52,0.56,0.52,0.56,0.56,1,1678680000000000000,4,107.4,106.91,108.26,106.49,108.26,107.99,108.42,108.42,0.02,,,0.56,0.52
O:LQD230317C00105500,2023-03-13,2023-03-17,LQD,C,105.5,15,0.62,0.73,-2.54,YES,0.68,0.62,0.62,0.57,0.74,0.62,4,1678680000000000000,4,107.4,106.91,108.26,106.49,108.26,107.99,108.42,108.42,0.02,,,0.68,0.68
O:LQD230317C00106000,2023-03-13,2023-03-17,LQD,C,106.0,20,0.59,0.42,-2.08,YES,0.51,0.47,0.42,0.39,0.59,0.42,3,1678680000000000000,4,107.4,106.91,108.26,106.49,108.26,107.99,108.42,108.42,0.02,,,0.51,0.55
