ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm,mid_price,high_yield_pct
O:COIN230113C00035000,2023-01-09,2023-01-13,COIN,C,35.0,3136,0.5,0.95,-11.12,YES,0.84,2.12,0.44,1.13,1.23,0.44,531,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,,,0.84,3.12
O:COIN230113C00035500,2023-01-09,2023-01-13,COIN,C,35.5,557,0.43,0.86,-9.85,YES,0.75,1.9,0.38,0.95,1.12,0.38,187,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,,,0.75,2.84
O:COIN230113C00036000,2023-01-09,2023-01-13,COIN,C,36.0,1378,0.37,0.78,-8.58,YES,0.69,1.74,0.32,0.82,1.05,0.32,536,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,,,0.69,2.67
O:COIN230113C00036500,2023-01-09,2023-01-13,COIN,C,36.5,356,0.33,0.68,-7.31,YES,0.62,1.57,0.3,0.75,0.94,0.3,146,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,,,0.62,2.39
O:COIN230113C00037000,2023-01-09,2023-01-13,COIN,C,37.0,1346,0.29,0.62,-6.04,YES,0.55,1.4,0.24,0.6,0.86,0.24,408,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,,,0.55,2.18
O:COIN230113C00037500,2023-01-09,2023-01-13,COIN,C,37.5,726,0.24,0.57,-4.77,YES,0.5,1.26,0.21,0.54,0.78,0.21,340,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,,,0.5,1.98
O:COIN230113C00038000,2023-01-09,2023-01-13,COIN,C,38.0,2854,0.2,0.5,-3.5,YES,0.44,1.11,0.18,0.44,0.7,0.18,853,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,,,0.44,1.78
O:COIN230113C00038500,2023-01-09,2023-01-13,COIN,C,38.5,2224,0.19,0.44,-2.23,YES,0.39,0.99,0.16,0.4,0.62,0.16,580,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,,,0.39,1.57
O:COIN230113C00039000,2023-01-09,2023-01-13,COIN,C,39.0,1847,0.16,0.38,-0.96,YES,0.34,0.88,0.14,0.34,0.56,0.14,618,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,,,0.34,1.42
O:COIN230113C00039500,2023-01-09,2023-01-13,COIN,C,39.5,1107,0.12,0.33,0.3,NO,0.31,0.78,0.12,0.29,0.5,0.12,414,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.22,0.45,0.31,1.27
O:COIN230113C00040000,2023-01-09,2023-01-13,COIN,C,40.0,9968,0.12,0.28,1.57,NO,0.27,0.68,0.1,0.24,0.44,0.1,2111,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.31,0.31,0.27,1.12
O:COIN230113C00040500,2023-01-09,2023-01-13,COIN,C,40.5,947,0.09,0.24,2.84,NO,0.23,0.59,0.08,0.21,0.38,0.08,416,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.38,0.24,0.23,0.96
O:COIN230113C00041000,2023-01-09,2023-01-13,COIN,C,41.0,1605,0.08,0.21,4.11,NO,0.2,0.51,0.07,0.18,0.34,0.07,670,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.45,0.19,0.2,0.86
O:COIN230113C00041500,2023-01-09,2023-01-13,COIN,C,41.5,649,0.07,0.18,5.38,NO,0.18,0.45,0.07,0.17,0.28,0.07,185,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.5,0.15,0.18,0.71
O:COIN230113C00042000,2023-01-09,2023-01-13,COIN,C,42.0,2131,0.06,0.15,6.65,NO,0.16,0.39,0.05,0.13,0.26,0.05,503,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.55,0.13,0.16,0.66
O:COIN230113C00042500,2023-01-09,2023-01-13,COIN,C,42.5,890,0.06,0.12,7.92,NO,0.14,0.35,0.06,0.14,0.22,0.06,185,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.6,0.11,0.14,0.56
O:COIN230113C00043000,2023-01-09,2023-01-13,COIN,C,43.0,1956,0.05,0.11,9.19,NO,0.12,0.29,0.04,0.11,0.19,0.04,394,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.63,0.09,0.12,0.48
O:COIN230113C00043500,2023-01-09,2023-01-13,COIN,C,43.5,855,0.04,0.09,10.46,NO,0.1,0.25,0.04,0.09,0.16,0.04,204,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.66,0.07,0.1,0.41
O:COIN230113C00044000,2023-01-09,2023-01-13,COIN,C,44.0,1344,0.03,0.08,11.73,NO,0.09,0.22,0.03,0.08,0.14,0.03,209,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.7,0.06,0.09,0.36
O:COIN230113C00044500,2023-01-09,2023-01-13,COIN,C,44.5,393,0.02,0.06,13.0,NO,0.07,0.19,0.02,0.06,0.12,0.02,112,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.73,0.05,0.07,0.3
O:COIN230113C00045000,2023-01-09,2023-01-13,COIN,C,45.0,3213,0.02,0.06,14.27,NO,0.06,0.16,0.02,0.06,0.1,0.02,520,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.76,0.04,0.06,0.25
O:COIN230113C00045500,2023-01-09,2023-01-13,COIN,C,45.5,465,0.02,0.06,15.54,NO,0.06,0.14,0.02,0.06,0.09,0.02,182,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.79,0.04,0.06,0.23
O:COIN230113C00046000,2023-01-09,2023-01-13,COIN,C,46.0,810,0.02,0.04,16.81,NO,0.05,0.13,0.02,0.06,0.08,0.02,162,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.82,0.03,0.05,0.2
O:COIN230113C00046500,2023-01-09,2023-01-13,COIN,C,46.5,265,0.02,0.04,18.08,NO,0.04,0.1,0.02,0.04,0.06,0.02,86,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.83,0.03,0.04,0.15
O:COIN230113C00047000,2023-01-09,2023-01-13,COIN,C,47.0,689,0.01,0.04,19.35,NO,0.03,0.09,0.01,0.03,0.06,0.01,182,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.85,0.02,0.03,0.15
O:COIN230113C00048000,2023-01-09,2023-01-13,COIN,C,48.0,1123,0.02,0.02,21.89,NO,0.03,0.08,0.02,0.06,0.04,0.02,141,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.93,0.02,0.03,0.1
O:COIN230113C00049000,2023-01-09,2023-01-13,COIN,C,49.0,252,0.02,0.02,24.43,NO,0.02,0.05,0.01,0.03,0.03,0.01,73,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.95,0.01,0.02,0.08
O:COIN230113C00050000,2023-01-09,2023-01-13,COIN,C,50.0,1375,0.01,0.02,26.97,NO,0.02,0.04,0.01,0.02,0.02,0.01,176,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,0.99,0.01,0.02,0.05
O:COIN230113C00051000,2023-01-09,2023-01-13,COIN,C,51.0,166,0.01,0.02,29.51,NO,0.01,0.03,0.01,0.02,0.02,0.01,39,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,1.03,0.01,0.01,0.05
O:COIN230113C00052000,2023-01-09,2023-01-13,COIN,C,52.0,232,0.0,0.01,32.05,NO,0.01,0.03,0.0,0.01,0.02,0.0,86,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,1.08,0.01,0.01,0.05
O:COIN230113C00053000,2023-01-09,2023-01-13,COIN,C,53.0,87,0.01,0.01,34.59,NO,0.01,0.03,0.01,0.02,0.01,0.01,26,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,1.12,0.0,0.01,0.03
O:COIN230113C00055000,2023-01-09,2023-01-13,COIN,C,55.0,182,0.01,0.0,39.66,NO,0.01,0.02,0.0,0.01,0.01,0.0,41,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,1.21,0.0,0.01,0.03
O:COIN230113C00060000,2023-01-09,2023-01-13,COIN,C,60.0,1325,0.0,0.0,52.36,NO,0.0,0.01,0.0,0.01,0.01,0.0,78,1673240400000000000,4,35.19,38.27,39.38,34.72,39.38,49.98,50.63,50.63,0.02,1.42,0.0,0.0,0.03
